Timestamp,CAN_ID,DLC,data1,data2,data3,data4,data5,data6,data7,data8,Label,Datetime,SecondsSinceStart
1749462173.848774,250537138,8,83,29,108,196,31,186,30,107,Normal,2025-06-09T15:12:53.848774,82.593086
1749462173.896387,148110676,8,141,169,167,177,215,193,222,87,Normal,2025-06-09T15:12:53.896387,82.640699
1749462173.943377,185201622,8,106,163,177,14,12,243,165,216,Normal,2025-06-09T15:12:53.943377,82.687689
1749462173.992274,482348907,8,179,248,181,244,20,50,8,178,Normal,2025-06-09T15:12:53.992274,82.736586
1749462174.037888,274399899,8,23,51,39,178,73,67,88,18,Normal,2025-06-09T15:12:54.037888,82.7822
1749462174.101666,266588976,8,226,98,19,162,13,244,80,132,Normal,2025-06-09T15:12:54.101666,82.845978
1749462174.150677,5507980,8,90,28,154,120,108,250,51,189,Normal,2025-06-09T15:12:54.150677,82.894989
1749462174.196596,198245477,8,15,217,245,208,57,136,42,28,Normal,2025-06-09T15:12:54.196596,82.940908
1749462174.248085,257050568,8,58,193,199,63,46,211,166,63,Normal,2025-06-09T15:12:54.248085,82.992397
1749462174.295174,64991786,8,38,126,221,159,117,200,190,217,Normal,2025-06-09T15:12:54.295174,83.039486
1749462174.351673,345972544,8,55,168,188,230,45,8,207,246,Normal,2025-06-09T15:12:54.351673,83.095985
1749462174.401225,455113578,8,200,9,130,96,222,147,130,177,Normal,2025-06-09T15:12:54.401225,83.145537
1749462174.452249,29845601,8,196,12,206,30,177,160,138,34,Normal,2025-06-09T15:12:54.452249,83.196561
1749462174.502363,327957293,8,183,171,56,209,182,222,115,194,Normal,2025-06-09T15:12:54.502363,83.246675
1749462174.551341,329613509,8,81,12,79,104,86,79,56,21,Normal,2025-06-09T15:12:54.551341,83.295653
1749462174.590882,196656074,8,242,204,176,52,146,151,18,69,Normal,2025-06-09T15:12:54.590882,83.335194
1749462174.638883,410650467,8,77,216,136,81,91,226,118,122,Normal,2025-06-09T15:12:54.638883,83.383195
1749462174.702358,34459173,8,230,236,4,53,149,64,249,106,Normal,2025-06-09T15:12:54.702358,83.44667
1749462174.75012,204319027,8,100,35,165,218,2,48,77,93,Normal,2025-06-09T15:12:54.750120,83.494432
1749462174.797875,264052679,8,215,128,39,176,145,92,161,139,Normal,2025-06-09T15:12:54.797875,83.542187
1749462174.845219,49955976,8,128,175,153,224,204,220,68,84,Normal,2025-06-09T15:12:54.845219,83.589531
1749462174.89538,56154993,8,104,234,184,123,156,47,213,105,Normal,2025-06-09T15:12:54.895380,83.639692
1749462174.949324,281187135,8,38,228,169,177,47,89,238,122,Normal,2025-06-09T15:12:54.949324,83.693636
1749462175.001186,376910536,8,157,203,15,239,19,186,88,214,Normal,2025-06-09T15:12:55.001186,83.745498
1749462175.05161,137939066,8,19,134,201,226,69,248,118,145,Normal,2025-06-09T15:12:55.051610,83.795922
1749462175.101299,94171761,8,69,4,66,44,133,182,87,129,Normal,2025-06-09T15:12:55.101299,83.845611
1749462175.149286,261673230,8,28,246,25,68,202,183,110,232,Normal,2025-06-09T15:12:55.149286,83.893598
1749462175.193815,501143567,8,109,79,226,215,1,232,239,148,Normal,2025-06-09T15:12:55.193815,83.938127
1749462175.241523,388437120,8,149,178,159,55,226,231,63,111,Normal,2025-06-09T15:12:55.241523,83.985835
1749462175.28887,524987259,8,111,99,203,216,78,7,101,102,Normal,2025-06-09T15:12:55.288870,84.033182
1749462175.352343,178071529,8,29,154,165,181,255,30,10,11,Normal,2025-06-09T15:12:55.352343,84.096655
1749462175.400329,223645227,8,77,78,64,120,85,141,43,37,Normal,2025-06-09T15:12:55.400329,84.144641
1749462175.447715,191889890,8,66,125,152,113,90,241,223,69,Normal,2025-06-09T15:12:55.447715,84.192027
1749462175.501802,324457243,8,146,22,81,125,76,46,76,142,Normal,2025-06-09T15:12:55.501802,84.246114
1749462175.549149,353455010,8,100,129,242,17,63,196,84,128,Normal,2025-06-09T15:12:55.549149,84.293461
1749462175.590684,22195274,8,22,57,37,4,245,61,178,86,Normal,2025-06-09T15:12:55.590684,84.334996
1749462175.649527,141740337,8,117,238,60,61,106,90,114,114,Normal,2025-06-09T15:12:55.649527,84.393839
1749462175.701098,205809969,8,164,208,75,58,93,67,135,187,Normal,2025-06-09T15:12:55.701098,84.44541
1749462175.751196,394185784,8,158,70,203,138,121,137,200,213,Normal,2025-06-09T15:12:55.751196,84.495508
1749462175.802954,241167162,8,130,230,77,245,246,107,205,121,Normal,2025-06-09T15:12:55.802954,84.547266
1749462175.844318,423190204,8,148,47,72,68,126,64,14,226,Normal,2025-06-09T15:12:55.844318,84.58863
1749462175.902066,330214654,8,141,224,174,72,7,198,243,76,Normal,2025-06-09T15:12:55.902066,84.646378
1749462175.939512,347350473,8,228,10,99,219,115,59,47,92,Normal,2025-06-09T15:12:55.939512,84.683824
1749462175.987296,4995106,8,210,92,147,146,57,90,118,173,Normal,2025-06-09T15:12:55.987296,84.731608
1749462176.050944,328330904,8,160,235,167,71,193,125,193,186,Normal,2025-06-09T15:12:56.050944,84.795256
1749462176.099224,382222586,8,168,126,55,10,192,14,209,205,Normal,2025-06-09T15:12:56.099224,84.843536
1749462176.152288,74155858,8,74,126,82,163,222,71,84,201,Normal,2025-06-09T15:12:56.152288,84.8966
1749462176.202043,28971453,8,188,77,226,55,105,104,154,8,Normal,2025-06-09T15:12:56.202043,84.946355
1749462176.252224,95284370,8,123,28,183,174,215,64,30,31,Normal,2025-06-09T15:12:56.252224,84.996536
1749462176.288889,397074602,8,60,78,163,13,101,150,108,142,Normal,2025-06-09T15:12:56.288889,85.033201
1749462176.35233,234916832,8,38,184,15,153,208,104,2,224,Normal,2025-06-09T15:12:56.352330,85.096642
1749462176.402273,111078106,8,193,254,27,63,168,170,145,0,Normal,2025-06-09T15:12:56.402273,85.146585
1749462176.448016,2340496,8,114,167,142,124,196,228,95,169,Normal,2025-06-09T15:12:56.448016,85.192328
1749462176.501633,380309328,8,55,197,6,144,62,90,32,62,Normal,2025-06-09T15:12:56.501633,85.245945
1749462176.552172,15588844,8,206,77,163,91,31,78,129,59,Normal,2025-06-09T15:12:56.552172,85.296484
1749462176.591603,381736321,8,65,141,132,56,63,18,124,240,Normal,2025-06-09T15:12:56.591603,85.335915
1749462176.639682,308114390,8,171,104,200,143,110,196,7,219,Normal,2025-06-09T15:12:56.639682,85.383994
1749462176.702779,61955364,8,254,43,199,33,168,50,53,8,Normal,2025-06-09T15:12:56.702779,85.447091
1749462176.752864,307006783,8,172,160,205,68,112,123,26,120,Normal,2025-06-09T15:12:56.752864,85.497176
1749462176.801996,357622636,8,237,217,29,133,75,124,43,178,Normal,2025-06-09T15:12:56.801996,85.546308
1749462176.851144,414987354,8,152,76,46,56,78,18,49,120,Normal,2025-06-09T15:12:56.851144,85.595456
1749462176.892868,236993739,8,75,166,199,122,110,131,95,214,Normal,2025-06-09T15:12:56.892868,85.63718
1749462176.950431,120857674,8,111,47,138,242,138,252,74,102,Normal,2025-06-09T15:12:56.950431,85.694743
1749462177.002798,122059333,8,190,22,217,164,89,98,215,184,Normal,2025-06-09T15:12:57.002798,85.74711
1749462177.052076,187505766,8,81,250,49,188,199,132,33,66,Normal,2025-06-09T15:12:57.052076,85.796388
1749462177.101786,37758368,8,82,233,129,29,197,119,185,48,Normal,2025-06-09T15:12:57.101786,85.846098
1749462177.152587,28474274,8,55,250,229,241,160,13,37,242,Normal,2025-06-09T15:12:57.152587,85.896899
1749462177.201619,14134300,8,197,119,94,197,2,61,74,124,Normal,2025-06-09T15:12:57.201619,85.945931
1749462177.250678,81848602,8,165,241,245,92,228,116,72,90,Normal,2025-06-09T15:12:57.250678,85.99499
1749462177.301553,474481543,8,108,186,83,177,200,95,55,2,Normal,2025-06-09T15:12:57.301553,86.045865
1749462177.35004,59302735,8,3,9,107,163,171,73,69,162,Normal,2025-06-09T15:12:57.350040,86.094352
1749462177.398119,298854694,8,46,144,146,191,23,195,97,245,Normal,2025-06-09T15:12:57.398119,86.142431
1749462177.451607,112809944,8,89,210,37,7,235,214,145,60,Normal,2025-06-09T15:12:57.451607,86.195919
1749462177.502486,19225036,8,204,212,254,72,235,70,60,67,Normal,2025-06-09T15:12:57.502486,86.246798
1749462177.55307,282540107,8,174,84,100,43,68,95,164,99,Normal,2025-06-09T15:12:57.553070,86.297382
1749462177.602193,382325879,8,255,250,163,165,6,124,4,47,Normal,2025-06-09T15:12:57.602193,86.346505
1749462177.651406,485090503,8,71,14,160,155,240,35,120,99,Normal,2025-06-09T15:12:57.651406,86.395718
1749462177.702194,323270085,8,98,207,86,42,148,158,3,175,Normal,2025-06-09T15:12:57.702194,86.446506
1749462177.751958,151417290,8,148,79,106,54,72,171,170,68,Normal,2025-06-09T15:12:57.751958,86.49627
1749462177.80127,26347962,8,9,45,237,54,180,53,116,232,Normal,2025-06-09T15:12:57.801270,86.545582
1749462177.842037,164590361,8,81,167,20,202,11,29,199,87,Normal,2025-06-09T15:12:57.842037,86.586349
1749462177.90194,403117411,8,154,38,162,35,223,31,226,226,Normal,2025-06-09T15:12:57.901940,86.646252
1749462177.937489,3605121,8,156,189,78,254,163,106,146,72,Normal,2025-06-09T15:12:57.937489,86.681801
1749462178.001803,92381297,8,107,106,120,68,166,76,242,112,Normal,2025-06-09T15:12:58.001803,86.746115
1749462178.051058,26633217,8,140,205,216,181,17,187,199,21,Normal,2025-06-09T15:12:58.051058,86.79537
1749462178.102824,147821508,8,77,255,164,243,239,253,45,58,Normal,2025-06-09T15:12:58.102824,86.847136
1749462178.152455,409385540,8,234,0,36,40,255,187,237,185,Normal,2025-06-09T15:12:58.152455,86.896767
1749462178.203054,145747401,8,222,244,109,25,171,208,151,180,Normal,2025-06-09T15:12:58.203054,86.947366
1749462178.238455,222058414,8,226,154,19,237,143,180,60,9,Normal,2025-06-09T15:12:58.238455,86.982767
1749462178.301574,439030042,8,110,162,110,204,35,215,101,77,Normal,2025-06-09T15:12:58.301574,87.045886
1749462178.34897,15641982,8,94,21,199,250,194,105,254,36,Normal,2025-06-09T15:12:58.348970,87.093282
1749462178.402216,391216332,8,142,234,238,139,99,143,192,109,Normal,2025-06-09T15:12:58.402216,87.146528
1749462178.452127,404222682,8,178,207,226,147,207,216,75,118,Normal,2025-06-09T15:12:58.452127,87.196439
1749462178.501522,393181724,8,59,202,180,72,129,36,153,110,Normal,2025-06-09T15:12:58.501522,87.245834
1749462178.551676,73926289,8,219,103,46,126,13,159,39,160,Normal,2025-06-09T15:12:58.551676,87.295988
1749462178.60209,363170542,8,80,44,122,100,182,45,126,34,Normal,2025-06-09T15:12:58.602090,87.346402
1749462178.650311,83596560,8,160,57,159,230,85,94,227,253,Normal,2025-06-09T15:12:58.650311,87.394623
1749462178.702579,105282446,8,240,125,240,28,36,126,191,172,Normal,2025-06-09T15:12:58.702579,87.446891
1749462178.752202,142704421,8,8,7,125,71,16,29,177,106,Normal,2025-06-09T15:12:58.752202,87.496514
1749462178.800969,498504957,8,111,83,81,203,161,235,240,157,Normal,2025-06-09T15:12:58.800969,87.545281
1749462178.842952,148526245,8,148,121,114,86,63,28,200,6,Normal,2025-06-09T15:12:58.842952,87.587264
1749462178.902321,422062626,8,28,33,90,87,91,125,157,208,Normal,2025-06-09T15:12:58.902321,87.646633
1749462178.94973,448601409,8,118,204,89,144,59,77,200,55,Normal,2025-06-09T15:12:58.949730,87.694042
1749462178.997477,235248665,8,159,230,199,50,79,163,100,229,Normal,2025-06-09T15:12:58.997477,87.741789
1749462179.045437,118270938,8,29,222,198,18,141,182,251,207,Normal,2025-06-09T15:12:59.045437,87.789749
1749462179.093669,468305715,8,187,80,232,139,1,161,1,43,Normal,2025-06-09T15:12:59.093669,87.837981
1749462179.141275,443406687,8,193,199,103,23,231,102,27,164,Normal,2025-06-09T15:12:59.141275,87.885587
1749462179.200981,520490776,8,182,137,191,177,94,223,60,54,Normal,2025-06-09T15:12:59.200981,87.945293
1749462179.236789,91900483,8,141,177,215,34,160,46,215,153,Normal,2025-06-09T15:12:59.236789,87.981101
1749462179.302243,423724144,8,41,44,190,236,247,185,174,80,Normal,2025-06-09T15:12:59.302243,88.046555
1749462179.351773,176879768,8,232,251,112,106,105,207,191,69,Normal,2025-06-09T15:12:59.351773,88.096085
1749462179.39522,152963995,8,186,143,61,80,242,88,148,157,Normal,2025-06-09T15:12:59.395220,88.139532
1749462179.449138,335005818,8,113,184,37,28,124,228,93,40,Normal,2025-06-09T15:12:59.449138,88.19345
1749462179.494498,221049986,8,214,103,48,242,168,15,148,165,Normal,2025-06-09T15:12:59.494498,88.23881
1749462179.538726,279862416,8,109,177,113,34,151,126,196,148,Normal,2025-06-09T15:12:59.538726,88.283038
1749462179.602868,402937349,8,153,110,28,16,61,213,225,57,Normal,2025-06-09T15:12:59.602868,88.34718
1749462179.652897,536124004,8,194,215,78,76,123,58,173,253,Normal,2025-06-09T15:12:59.652897,88.397209
1749462179.702124,127185266,8,66,201,32,74,83,148,20,17,Normal,2025-06-09T15:12:59.702124,88.446436
1749462179.751512,140830304,8,173,232,159,179,34,158,92,10,Normal,2025-06-09T15:12:59.751512,88.495824
1749462179.798222,250329406,8,230,185,224,128,29,126,51,129,Normal,2025-06-09T15:12:59.798222,88.542534
1749462179.851457,433282114,8,235,93,137,165,7,184,3,123,Normal,2025-06-09T15:12:59.851457,88.595769
1749462179.897967,332933934,8,10,237,26,70,91,132,206,84,Normal,2025-06-09T15:12:59.897967,88.642279
1749462179.951214,219043568,8,24,81,86,247,60,98,106,20,Normal,2025-06-09T15:12:59.951214,88.695526
1749462180.001927,346937203,8,201,6,9,197,47,93,185,254,Normal,2025-06-09T15:13:00.001927,88.746239
1749462180.047413,91957944,8,134,233,184,2,235,235,223,153,Normal,2025-06-09T15:13:00.047413,88.791725
1749462180.097925,431585124,8,63,62,104,130,140,247,205,46,Normal,2025-06-09T15:13:00.097925,88.842237
1749462180.151665,398228462,8,114,64,48,251,158,227,17,70,Normal,2025-06-09T15:13:00.151665,88.895977
1749462180.200626,427309111,8,65,98,184,193,124,142,225,237,Normal,2025-06-09T15:13:00.200626,88.944938
1749462180.252563,86994387,8,88,75,203,170,144,90,89,147,Normal,2025-06-09T15:13:00.252563,88.996875
1749462180.301234,348834117,8,195,14,144,228,239,233,201,105,Normal,2025-06-09T15:13:00.301234,89.045546
1749462180.347869,47942751,8,143,140,146,145,12,194,103,39,Normal,2025-06-09T15:13:00.347869,89.092181
1749462180.40134,309227761,8,42,41,99,150,29,221,214,208,Normal,2025-06-09T15:13:00.401340,89.145652
1749462180.450001,218615484,8,0,72,48,188,133,36,10,143,Normal,2025-06-09T15:13:00.450001,89.194313
1749462180.502634,218341104,8,230,26,160,137,19,183,79,131,Normal,2025-06-09T15:13:00.502634,89.246946
1749462180.551129,439694943,8,18,6,234,125,107,240,204,247,Normal,2025-06-09T15:13:00.551129,89.295441
1749462180.602343,314206797,8,254,54,79,66,205,92,71,14,Normal,2025-06-09T15:13:00.602343,89.346655
1749462180.652986,423982441,8,112,84,227,29,251,37,82,153,Normal,2025-06-09T15:13:00.652986,89.397298
1749462180.702363,238917008,8,146,176,129,223,85,146,253,71,Normal,2025-06-09T15:13:00.702363,89.446675
1749462180.752248,432721064,8,135,187,13,44,172,14,73,66,Normal,2025-06-09T15:13:00.752248,89.49656
1749462180.802611,163621646,8,71,177,121,206,249,182,110,29,Normal,2025-06-09T15:13:00.802611,89.546923
1749462180.84459,339400074,8,31,145,208,52,227,202,10,105,Normal,2025-06-09T15:13:00.844590,89.588902
1749462180.902646,62314154,8,26,55,230,253,83,118,24,77,Normal,2025-06-09T15:13:00.902646,89.646958
1749462180.952017,349022261,8,117,188,160,78,224,200,99,36,Normal,2025-06-09T15:13:00.952017,89.696329
1749462181.001798,324520626,8,90,196,244,98,60,204,217,56,Normal,2025-06-09T15:13:01.001798,89.74611
1749462181.052299,369279843,8,5,136,142,252,194,131,18,42,Normal,2025-06-09T15:13:01.052299,89.796611
1749462181.102581,192465084,8,68,74,167,6,148,163,251,130,Normal,2025-06-09T15:13:01.102581,89.846893
1749462181.140171,212589735,8,190,35,107,247,212,56,71,21,Normal,2025-06-09T15:13:01.140171,89.884483
1749462181.188296,245438493,8,146,183,45,199,138,93,170,37,Normal,2025-06-09T15:13:01.188296,89.932608
1749462181.252539,161094593,8,38,212,250,84,140,85,57,76,Normal,2025-06-09T15:13:01.252539,89.996851
1749462181.297223,197691692,8,156,161,191,186,80,254,97,36,Normal,2025-06-09T15:13:01.297223,90.041535
1749462181.352914,118118895,8,48,217,39,77,0,143,227,94,Normal,2025-06-09T15:13:01.352914,90.097226
1749462181.398621,63021939,8,24,178,240,160,209,245,44,29,Normal,2025-06-09T15:13:01.398621,90.142933
1749462181.452456,93722743,8,166,33,115,143,209,181,23,17,Normal,2025-06-09T15:13:01.452456,90.196768
1749462181.488213,148562054,8,42,1,33,78,108,141,235,211,Normal,2025-06-09T15:13:01.488213,90.232525
1749462181.55138,129333934,8,117,212,39,99,107,238,202,86,Normal,2025-06-09T15:13:01.551380,90.295692
1749462181.59897,340226299,8,6,247,159,19,22,232,73,114,Normal,2025-06-09T15:13:01.598970,90.343282
1749462181.646918,193794869,8,138,252,146,122,27,186,167,198,Normal,2025-06-09T15:13:01.646918,90.39123
1749462181.698991,54887886,8,84,94,253,10,222,14,190,240,Normal,2025-06-09T15:13:01.698991,90.443303
1749462181.744092,391393143,8,9,0,55,238,40,214,177,202,Normal,2025-06-09T15:13:01.744092,90.488404
1749462181.791367,348376213,8,117,148,20,231,163,114,231,252,Normal,2025-06-09T15:13:01.791367,90.535679
1749462181.849513,221903656,8,11,105,45,215,126,145,128,143,Normal,2025-06-09T15:13:01.849513,90.593825
1749462181.902725,338353261,8,91,53,138,8,35,17,89,30,Normal,2025-06-09T15:13:01.902725,90.647037
1749462181.950013,332183496,8,153,196,18,191,40,3,149,167,Normal,2025-06-09T15:13:01.950013,90.694325
1749462182.001684,320821210,8,153,229,211,157,170,60,1,199,Normal,2025-06-09T15:13:02.001684,90.745996
1749462182.051579,360968328,8,208,42,85,252,188,134,77,52,Normal,2025-06-09T15:13:02.051579,90.795891
1749462182.102577,386340383,8,164,59,201,140,238,79,33,249,Normal,2025-06-09T15:13:02.102577,90.846889
1749462182.150153,335831484,8,158,190,74,224,203,38,180,113,Normal,2025-06-09T15:13:02.150153,90.894465
1749462182.191572,479111139,8,19,25,233,171,231,192,94,5,Normal,2025-06-09T15:13:02.191572,90.935884
1749462182.252153,5406356,8,210,198,7,230,76,47,197,148,Normal,2025-06-09T15:13:02.252153,90.996465
1749462182.299381,436777896,8,137,77,81,61,228,81,183,123,Normal,2025-06-09T15:13:02.299381,91.043693
1749462182.3463,304693744,8,176,22,90,186,192,211,62,106,Normal,2025-06-09T15:13:02.346300,91.090612
1749462182.401718,34071482,8,60,59,125,118,75,229,254,34,Normal,2025-06-09T15:13:02.401718,91.14603
1749462182.441,69015833,8,84,169,170,162,75,216,119,233,Normal,2025-06-09T15:13:02.441000,91.185312
1749462182.496517,404561600,8,153,91,125,193,132,12,140,92,Normal,2025-06-09T15:13:02.496517,91.240829
1749462182.552261,160795906,8,252,163,98,229,92,149,232,197,Normal,2025-06-09T15:13:02.552261,91.296573
1749462182.600593,8119641,8,157,125,7,107,213,102,224,254,Normal,2025-06-09T15:13:02.600593,91.344905
1749462182.647321,94239366,8,53,162,31,99,13,40,245,60,Normal,2025-06-09T15:13:02.647321,91.391633
1749462182.695293,119755910,8,242,251,199,27,19,96,112,165,Normal,2025-06-09T15:13:02.695293,91.439605
1749462182.743268,480349481,8,229,178,171,33,130,172,49,91,Normal,2025-06-09T15:13:02.743268,91.48758
1749462182.790947,6025118,8,4,157,34,16,60,35,81,128,Normal,2025-06-09T15:13:02.790947,91.535259
1749462182.847181,70318297,8,231,6,176,42,169,181,39,4,Normal,2025-06-09T15:13:02.847181,91.591493
1749462182.902595,277641440,8,23,3,238,52,83,101,136,210,Normal,2025-06-09T15:13:02.902595,91.646907
1749462182.952344,499644791,8,39,206,91,140,56,131,101,64,Normal,2025-06-09T15:13:02.952344,91.696656
1749462183.001888,80771259,8,129,177,4,164,197,231,130,57,Normal,2025-06-09T15:13:03.001888,91.7462
1749462183.052095,235029580,8,232,154,118,211,250,91,53,47,Normal,2025-06-09T15:13:03.052095,91.796407
1749462183.102572,72874134,8,43,173,66,92,173,211,16,17,Normal,2025-06-09T15:13:03.102572,91.846884
1749462183.151347,146445207,8,211,47,255,36,77,142,13,208,Normal,2025-06-09T15:13:03.151347,91.895659
1749462183.203022,429862510,8,122,45,71,3,52,232,17,184,Normal,2025-06-09T15:13:03.203022,91.947334
1749462183.252834,511923214,8,177,228,103,10,214,169,87,86,Normal,2025-06-09T15:13:03.252834,91.997146
1749462183.302615,86746041,8,60,51,150,233,5,234,26,203,Normal,2025-06-09T15:13:03.302615,92.046927
1749462183.352457,60434942,8,48,104,242,18,66,32,171,248,Normal,2025-06-09T15:13:03.352457,92.096769
1749462183.394068,276581196,8,126,83,193,50,122,152,88,0,Normal,2025-06-09T15:13:03.394068,92.13838
1749462183.45024,500101637,8,136,211,80,224,108,212,28,162,Normal,2025-06-09T15:13:03.450240,92.194552
1749462183.502928,176963691,8,42,182,20,177,190,216,61,138,Normal,2025-06-09T15:13:03.502928,92.24724
1749462183.552712,68119270,8,172,164,9,6,11,20,115,144,Normal,2025-06-09T15:13:03.552712,92.297024
1749462183.601463,266634888,8,209,98,141,19,38,124,9,169,Normal,2025-06-09T15:13:03.601463,92.345775
1749462183.648106,482857797,8,128,127,94,198,195,222,141,17,Normal,2025-06-09T15:13:03.648106,92.392418
1749462183.69628,171338218,8,191,3,34,209,7,250,221,57,Normal,2025-06-09T15:13:03.696280,92.440592
1749462183.744237,175141702,8,253,111,107,68,155,195,132,100,Normal,2025-06-09T15:13:03.744237,92.488549
1749462183.792669,171658567,8,241,54,124,44,42,165,175,255,Normal,2025-06-09T15:13:03.792669,92.536981
1749462183.848584,175670326,8,17,235,42,99,151,80,144,204,Normal,2025-06-09T15:13:03.848584,92.592896
1749462183.888327,1022743,8,246,179,154,105,69,240,121,209,Normal,2025-06-09T15:13:03.888327,92.632639
1749462183.953072,239088460,8,141,122,56,228,11,137,245,139,Normal,2025-06-09T15:13:03.953072,92.697384
1749462184.001634,40424471,8,170,90,111,40,189,42,82,241,Normal,2025-06-09T15:13:04.001634,92.745946
1749462184.052737,195086466,8,28,219,221,44,183,224,250,141,Normal,2025-06-09T15:13:04.052737,92.797049
1749462184.102049,29845045,8,86,135,17,176,6,226,128,95,Normal,2025-06-09T15:13:04.102049,92.846361
1749462184.152739,284716071,8,154,159,187,196,185,157,171,27,Normal,2025-06-09T15:13:04.152739,92.897051
1749462184.189364,50250082,8,72,154,134,229,79,59,37,97,Normal,2025-06-09T15:13:04.189364,92.933676
1749462184.252476,469532940,8,170,188,44,175,205,176,85,165,Normal,2025-06-09T15:13:04.252476,92.996788
1749462184.301185,444223947,8,55,17,108,234,113,150,249,239,Normal,2025-06-09T15:13:04.301185,93.045497
1749462184.352442,423770725,8,34,159,208,123,70,234,90,213,Normal,2025-06-09T15:13:04.352442,93.096754
1749462184.396287,191214863,8,14,23,126,75,81,249,94,138,Normal,2025-06-09T15:13:04.396287,93.140599
1749462184.442517,377356467,8,209,189,180,35,62,19,151,43,Normal,2025-06-09T15:13:04.442517,93.186829
1749462184.490204,59068519,8,9,32,63,239,229,224,145,203,Normal,2025-06-09T15:13:04.490204,93.234516
1749462184.552869,255704644,8,136,10,189,133,24,124,130,7,Normal,2025-06-09T15:13:04.552869,93.297181
1749462184.601709,371433878,8,24,186,239,96,126,223,193,81,Normal,2025-06-09T15:13:04.601709,93.346021
1749462184.649082,388341381,8,79,98,153,234,167,63,211,77,Normal,2025-06-09T15:13:04.649082,93.393394
1749462184.700647,387083466,8,171,209,157,217,76,13,31,119,Normal,2025-06-09T15:13:04.700647,93.444959
1749462184.743721,200586696,8,130,168,156,50,173,44,44,8,Normal,2025-06-09T15:13:04.743721,93.488033
1749462184.791924,193326216,8,166,155,165,217,166,94,200,106,Normal,2025-06-09T15:13:04.791924,93.536236
1749462184.840131,142245023,8,163,28,236,117,253,149,158,230,Normal,2025-06-09T15:13:04.840131,93.584443
1749462184.887941,428277567,8,133,100,225,140,216,11,253,133,Normal,2025-06-09T15:13:04.887941,93.632253
1749462184.95172,60428187,8,24,17,181,89,180,241,203,185,Normal,2025-06-09T15:13:04.951720,93.696032
1749462185.001544,37482014,8,183,134,70,8,228,119,106,100,Normal,2025-06-09T15:13:05.001544,93.745856
1749462185.052118,14604201,8,239,24,155,221,193,102,180,39,Normal,2025-06-09T15:13:05.052118,93.79643
1749462185.101978,81442067,8,122,174,20,167,138,32,139,184,Normal,2025-06-09T15:13:05.101978,93.84629
1749462185.151899,19879826,8,184,161,219,155,67,12,9,107,Normal,2025-06-09T15:13:05.151899,93.896211
1749462185.189094,133039730,8,203,152,5,179,171,247,245,75,Normal,2025-06-09T15:13:05.189094,93.933406
1749462185.253108,367030897,8,43,202,0,4,180,184,94,31,Normal,2025-06-09T15:13:05.253108,93.99742
1749462185.302874,327244618,8,110,172,93,97,85,58,175,58,Normal,2025-06-09T15:13:05.302874,94.047186
1749462185.347753,148836495,8,1,195,139,37,74,227,30,94,Normal,2025-06-09T15:13:05.347753,94.092065
1749462185.401532,324342764,8,4,65,14,238,77,254,89,22,Normal,2025-06-09T15:13:05.401532,94.145844
1749462185.443294,289051279,8,57,209,10,105,42,128,141,190,Normal,2025-06-09T15:13:05.443294,94.187606
1749462185.490997,405396025,8,18,171,210,195,161,164,244,112,Normal,2025-06-09T15:13:05.490997,94.235309
1749462185.53881,350999282,8,3,219,199,81,126,0,41,104,Normal,2025-06-09T15:13:05.538810,94.283122
1749462185.602471,320062127,8,99,28,174,68,185,30,21,216,Normal,2025-06-09T15:13:05.602471,94.346783
1749462185.655223,363200946,8,131,11,182,228,7,56,211,208,Normal,2025-06-09T15:13:05.655223,94.399535
1749462185.69727,115749580,8,17,114,122,110,12,215,100,126,Normal,2025-06-09T15:13:05.697270,94.441582
1749462185.744585,59268493,8,73,206,52,33,40,109,68,235,Normal,2025-06-09T15:13:05.744585,94.488897
1749462185.800422,479189213,8,59,170,216,127,54,31,1,237,Normal,2025-06-09T15:13:05.800422,94.544734
1749462185.84084,428399962,8,49,23,32,249,165,244,134,182,Normal,2025-06-09T15:13:05.840840,94.585152
1749462185.888793,498237891,8,172,63,129,218,35,146,159,102,Normal,2025-06-09T15:13:05.888793,94.633105
1749462185.952347,280998154,8,187,131,100,245,224,66,56,67,Normal,2025-06-09T15:13:05.952347,94.696659
1749462186.000433,309674710,8,167,104,245,248,39,225,138,179,Normal,2025-06-09T15:13:06.000433,94.744745
1749462186.0516,74336904,8,36,69,146,238,242,247,27,239,Normal,2025-06-09T15:13:06.051600,94.795912
1749462186.099342,481228725,8,121,136,127,62,195,209,27,156,Normal,2025-06-09T15:13:06.099342,94.843654
1749462186.143617,149455380,8,81,100,35,52,40,73,240,21,Normal,2025-06-09T15:13:06.143617,94.887929
1749462186.191613,511469903,8,254,99,245,113,209,17,15,187,Normal,2025-06-09T15:13:06.191613,94.935925
1749462186.251491,323470981,8,194,210,101,10,119,27,38,253,Normal,2025-06-09T15:13:06.251491,94.995803
1749462186.303046,389070098,8,149,150,115,71,61,6,188,91,Normal,2025-06-09T15:13:06.303046,95.047358
1749462186.350912,414886468,8,54,216,213,83,100,141,46,247,Normal,2025-06-09T15:13:06.350912,95.095224
1749462186.402115,93473543,8,93,107,100,230,186,243,115,238,Normal,2025-06-09T15:13:06.402115,95.146427
1749462186.451904,301018568,8,88,86,227,188,127,12,86,35,Normal,2025-06-09T15:13:06.451904,95.196216
